review,rating,date,bank,source,language,sentiment,sentiment_score,themes
JanaleBl,5,2025-09-17,CBE,Google Play,other,POSITIVE,0.9632813930511475,['Other']
nice application,5,2025-09-17,CBE,Google Play,other,POSITIVE,0.9998229146003723,['Other']
WaaaaaaaW,1,2025-09-17,CBE,Google Play,other,NEGATIVE,0.9848952293395996,['Other']
very nice,5,2025-09-16,CBE,Google Play,other,POSITIVE,0.9998563528060913,['Other']
Of,5,2025-09-16,CBE,Google Play,other,NEUTRAL,0.0,['Other']
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,en,POSITIVE,0.9983494281768799,['Other']
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,en,POSITIVE,0.9179600477218628,['Other']
apdat the app,5,2025-09-14,CBE,Google Play,en,NEGATIVE,0.9424067139625549,['Other']
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,en,POSITIVE,0.9995506405830383,['Other']
great,5,2025-09-13,CBE,Google Play,other,POSITIVE,0.9998630285263062,['Other']
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,en,NEGATIVE,0.9998034834861755,"['App Performance', 'Transaction Issues']"
it is best to me,1,2025-09-13,CBE,Google Play,en,POSITIVE,0.9966468214988708,['Other']
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,other,NEGATIVE,0.6387804746627808,['Other']
Excellent app,5,2025-09-12,CBE,Google Play,other,POSITIVE,0.9998356103897095,['Other']
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,en,NEGATIVE,0.9993560910224915,['Other']
love,5,2025-09-12,CBE,Google Play,other,POSITIVE,0.9998735189437866,['Other']
Hasasa bank,1,2025-09-11,CBE,Google Play,other,POSITIVE,0.8199577927589417,['Other']
All ways Trusted.,5,2025-09-11,CBE,Google Play,en,POSITIVE,0.9988715052604675,['Other']
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play,en,POSITIVE,0.9990665316581726,['Other']
I like this app,5,2025-09-11,CBE,Google Play,en,POSITIVE,0.9996516704559326,['Other']
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play,en,NEGATIVE,0.9996090531349182,['Other']
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,other,NEGATIVE,0.9974377155303955,['Other']
good morning 🙏,5,2025-09-10,CBE,Google Play,en,POSITIVE,0.9997515082359314,['Other']
am happy 😃,5,2025-09-09,CBE,Google Play,en,POSITIVE,0.9998183846473694,['Other']
wowww,5,2025-09-08,CBE,Google Play,other,POSITIVE,0.9972698092460632,['Other']
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,other,POSITIVE,0.8188508749008179,['Other']
It is well organized.,5,2025-09-08,CBE,Google Play,en,POSITIVE,0.9998693466186523,['Other']
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,en,NEGATIVE,0.9962969422340393,['Other']
the app does not open,1,2025-09-07,CBE,Google Play,en,NEGATIVE,0.9997572302818298,['Other']
from Monk,3,2025-09-06,CBE,Google Play,en,POSITIVE,0.9398740530014038,['Other']
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,en,POSITIVE,0.9996967315673828,"['Customer Support', 'Fees & Charges']"
incredible,5,2025-09-06,CBE,Google Play,en,POSITIVE,0.9998753070831299,['Other']
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,CBE,Google Play,am,POSITIVE,0.44613999128341675,['Other']
it's the best money transfer app ever,5,2025-09-06,CBE,Google Play,en,POSITIVE,0.9996806383132935,"['Transaction Issues', 'Fees & Charges']"
it is nice,5,2025-09-05,CBE,Google Play,en,POSITIVE,0.9998648166656494,['Other']
user friendly. best.,5,2025-09-05,CBE,Google Play,other,POSITIVE,0.9997245669364929,['Other']
🙏,5,2025-09-05,CBE,Google Play,unknown,NEUTRAL,0.0,['Other']
አሪፍ,5,2025-09-05,CBE,Google Play,am,POSITIVE,0.3085778057575226,['Other']
best app!!!,5,2025-09-05,CBE,Google Play,other,POSITIVE,0.9997482895851135,['Other']
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,en,NEGATIVE,0.9859862327575684,"['User Interface', 'Customer Support']"
very good app,5,2025-09-05,CBE,Google Play,en,POSITIVE,0.9998675584793091,['Other']
jabirabdala,5,2025-09-04,CBE,Google Play,other,NEGATIVE,0.9328044652938843,['Other']
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,en,NEGATIVE,0.9997835755348206,['Fees & Charges']
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,en,NEGATIVE,0.9977512955665588,"['Transaction Issues', 'User Interface']"
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play,en,POSITIVE,0.9996813535690308,['User Interface']
zinaa Ahmed,5,2025-09-04,CBE,Google Play,other,POSITIVE,0.9246603846549988,['Other']
absolutely excellent,5,2025-09-03,CBE,Google Play,en,POSITIVE,0.9998593330383301,['Other']
amazing app,5,2025-09-03,CBE,Google Play,other,POSITIVE,0.9998670816421509,['Other']
perfect and easy,5,2025-09-03,CBE,Google Play,en,POSITIVE,0.9998718500137329,['Other']
fastest,5,2025-09-03,CBE,Google Play,other,POSITIVE,0.999160885810852,['App Performance']
My account is not working,4,2025-09-03,CBE,Google Play,en,NEGATIVE,0.9997815489768982,['App Performance']
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,en,NEGATIVE,0.999637246131897,['Other']
topp,5,2025-09-02,CBE,Google Play,other,POSITIVE,0.9706205129623413,['Other']
I appreciate it,5,2025-09-01,CBE,Google Play,other,POSITIVE,0.999839186668396,['Other']
v.good app,5,2025-09-01,CBE,Google Play,other,POSITIVE,0.9952701926231384,['Other']
sahib amin jamal,1,2025-08-30,CBE,Google Play,other,POSITIVE,0.8987875580787659,['Other']
installi,5,2025-08-30,CBE,Google Play,other,NEGATIVE,0.9575468301773071,['Other']
very good apps,5,2025-08-30,CBE,Google Play,en,POSITIVE,0.9998751878738403,['Other']
👍👍👍👍,1,2025-08-30,CBE,Google Play,unknown,NEGATIVE,0.6970565915107727,['Other']
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,Google Play,en,NEGATIVE,0.9997796416282654,['Other']
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,Google Play,en,NEGATIVE,0.9962132573127747,"['User Interface', 'Fees & Charges']"
tinishu titiba,5,2025-08-29,CBE,Google Play,other,NEGATIVE,0.7159719467163086,['Other']
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play,en,POSITIVE,0.9995421171188354,['User Interface']
Yuuuuu,5,2025-08-29,CBE,Google Play,other,NEGATIVE,0.9227678179740906,['Other']
I found it very much friendly,5,2025-08-29,CBE,Google Play,en,POSITIVE,0.9997764229774475,['Other']
"Very useful app, while we use CBE.",5,2025-08-28,CBE,Google Play,en,POSITIVE,0.9981263279914856,['Other']
woooow,5,2025-08-28,CBE,Google Play,other,POSITIVE,0.9561601281166077,['Other']
Redmi,1,2025-08-28,CBE,Google Play,other,POSITIVE,0.9882866740226746,['Other']
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play,am,POSITIVE,0.451943039894104,['Other']
kamil aweil,5,2025-08-28,CBE,Google Play,other,POSITIVE,0.9943663477897644,['Other']
In your next update can you come with night mode future,5,2025-08-27,CBE,Google Play,en,NEGATIVE,0.6754568219184875,['Other']
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play,en,POSITIVE,0.9994266033172607,['Customer Support']
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play,en,NEGATIVE,0.9957265853881836,['Other']
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play,en,NEGATIVE,0.9938230514526367,['Transaction Issues']
let us know before you shut down the app,4,2025-08-27,CBE,Google Play,en,NEGATIVE,0.9973037242889404,['Other']
excited,5,2025-08-27,CBE,Google Play,en,POSITIVE,0.9997768998146057,['Other']
amizing,5,2025-08-26,CBE,Google Play,other,NEGATIVE,0.9881719946861267,['Other']
love it,5,2025-08-26,CBE,Google Play,other,POSITIVE,0.9998753070831299,['Other']
yes it is v good,5,2025-08-26,CBE,Google Play,en,POSITIVE,0.9994988441467285,['Other']
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,en,POSITIVE,0.9994227886199951,['Other']
this app is smart.,5,2025-08-26,CBE,Google Play,en,POSITIVE,0.9998302459716797,['Other']
I am happy,5,2025-08-26,CBE,Google Play,other,POSITIVE,0.9998801946640015,['Other']
Still I have not face critical problems sometimes delay to open,4,2025-08-25,CBE,Google Play,en,POSITIVE,0.9847297072410583,['Other']
ጤና ከድረ,5,2025-08-25,CBE,Google Play,am,POSITIVE,0.34280773997306824,['Other']
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,en,NEGATIVE,0.999581515789032,['App Performance']
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,other,NEGATIVE,0.99432772397995,['Other']
Thank you,5,2025-08-25,CBE,Google Play,en,POSITIVE,0.9998352527618408,['Other']
muktaar Abraahim,5,2025-08-25,CBE,Google Play,other,NEGATIVE,0.9458082318305969,['Other']
🤞Good One,5,2025-08-24,CBE,Google Play,en,POSITIVE,0.8484408855438232,['Other']
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,en,NEGATIVE,0.9931118488311768,['Other']
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,en,NEGATIVE,0.999728262424469,['Other']
i like it and aprshat.,4,2025-08-23,CBE,Google Play,other,POSITIVE,0.999653697013855,['Other']
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9994633793830872,"['Transaction Issues', 'Customer Support']"
best app and easy to use,5,2025-08-23,CBE,Google Play,en,POSITIVE,0.9996281862258911,['Other']
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9990184307098389,"['App Performance', 'Transaction Issues']"
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,en,POSITIVE,0.6906020641326904,['Transaction Issues']
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9997877478599548,"['App Performance', 'Transaction Issues']"
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9943022727966309,"['Customer Support', 'Fees & Charges']"
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play,am,NEGATIVE,0.6448063850402832,['Other']
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9990196228027344,['Transaction Issues']
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9775184988975525,['Other']
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,Google Play,en,NEGATIVE,0.9994884729385376,['App Performance']
best and secured application,5,2025-08-23,CBE,Google Play,en,POSITIVE,0.9997896552085876,['Other']
This application is excellent .,5,2025-08-22,CBE,Google Play,en,POSITIVE,0.9998652935028076,['Other']
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play,en,NEGATIVE,0.9997369647026062,"['Transaction Issues', 'Fees & Charges']"
Thise App is Great,5,2025-08-22,CBE,Google Play,en,POSITIVE,0.9997069239616394,['Other']
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play,am,NEGATIVE,0.7163375616073608,['Other']
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,Google Play,en,NEGATIVE,0.9867143034934998,"['User Interface', 'Transaction Issues']"
👍,5,2025-08-22,CBE,Google Play,unknown,NEUTRAL,0.0,['Other']
it is good app,5,2025-08-22,CBE,Google Play,en,POSITIVE,0.9998652935028076,['Other']
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play,en,POSITIVE,0.9997432827949524,['Other']
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,Google Play,en,POSITIVE,0.9998327493667603,"['Fees & Charges', 'User Interface']"
