review,rating,date,bank,source
Generic error how tofix,4,2025-01-06 04:54:10,Dashen,Google Play
Fast and suitable to learn.,5,2025-01-04 06:14:27,Dashen,Google Play
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03 07:03:24,Dashen,Google Play
Sometimes it's soo slow,3,2025-01-01 13:28:23,Dashen,Google Play
the best app I used always,1,2024-12-31 13:33:38,Dashen,Google Play
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29 11:42:48,Dashen,Google Play
fast and secure app,5,2024-12-23 07:58:20,Dashen,Google Play
Ok,4,2024-12-18 13:54:28,Dashen,Google Play
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17 14:29:10,Dashen,Google Play
Yeb,5,2024-12-12 13:27:48,Dashen,Google Play
Good Ait service!,5,2024-12-09 13:42:42,Dashen,Google Play
Sisay mustefa abani,5,2024-12-08 22:07:10,Dashen,Google Play
Wow,5,2024-12-06 07:43:40,Dashen,Google Play
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05 06:41:40,Dashen,Google Play
The best mobile banking in Ethiopia 👍👍,5,2024-12-03 07:21:07,Dashen,Google Play
Thnk you,5,2024-12-02 17:18:12,Dashen,Google Play
Nice,5,2024-11-30 20:10:21,Dashen,Google Play
I like this app b/c it has many options and easily useable,5,2024-11-28 22:34:11,Dashen,Google Play
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28 20:03:51,Dashen,Google Play
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28 17:40:13,Dashen,Google Play
Naysssss,5,2024-11-27 13:24:11,Dashen,Google Play
best,5,2024-11-27 11:26:38,Dashen,Google Play
It's good,3,2024-11-21 10:41:52,Dashen,Google Play
Big love,5,2024-11-20 10:41:35,Dashen,Google Play
Excellent,5,2024-11-16 14:50:15,Dashen,Google Play
Please decrease app size,4,2024-11-09 09:24:04,Dashen,Google Play
Nice app,5,2024-11-08 16:39:44,Dashen,Google Play
It's great,5,2024-11-08 13:36:23,Dashen,Google Play
Alem Zeleqe,3,2024-11-08 12:56:52,Dashen,Google Play
❤️,5,2024-11-08 11:09:33,Dashen,Google Play
Best,5,2024-11-06 20:10:09,Dashen,Google Play
Nice,1,2024-10-30 14:51:35,Dashen,Google Play
Great Financial App,5,2024-10-28 05:21:19,Dashen,Google Play
Deshan bank,5,2024-10-27 19:28:05,Dashen,Google Play
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22 16:42:57,Dashen,Google Play
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16 09:52:09,Dashen,Google Play
Good,5,2024-10-02 12:38:44,Dashen,Google Play
Best App for all users.,5,2024-10-02 09:21:28,Dashen,Google Play
I ilke very much,5,2024-09-25 11:15:27,Dashen,Google Play
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12 14:38:39,Dashen,Google Play
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10 20:09:00,Dashen,Google Play
Select from Sending account option not working when trying to send to other banks,2,2024-09-08 04:44:20,Dashen,Google Play
It's not working,1,2024-09-08 02:31:31,Dashen,Google Play
nice App,5,2024-09-07 16:11:20,Dashen,Google Play
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03 08:42:47,Dashen,Google Play
best app,5,2024-08-29 21:31:51,Dashen,Google Play
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24 22:53:37,Dashen,Google Play
🔥,4,2024-08-24 17:23:08,Dashen,Google Play
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22 17:47:00,Dashen,Google Play
Go,3,2024-08-21 16:52:56,Dashen,Google Play
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15 13:39:56,Dashen,Google Play
Nice,5,2024-08-14 13:52:58,Dashen,Google Play
Suaud,5,2024-08-05 14:08:34,Dashen,Google Play
wenderfull,5,2024-08-03 11:19:05,Dashen,Google Play
Nice app in Ethiopia,5,2024-08-01 20:58:57,Dashen,Google Play
Nice,5,2024-07-30 02:40:31,Dashen,Google Play
simply the best,5,2024-07-26 15:00:19,Dashen,Google Play
Very nice mob app,3,2024-07-26 05:15:16,Dashen,Google Play
nice,5,2024-07-24 12:50:44,Dashen,Google Play
Good,5,2024-07-09 11:03:10,Dashen,Google Play
Best,5,2024-07-02 13:47:01,Dashen,Google Play
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28 17:40:05,Dashen,Google Play
Wow Very Nice App,5,2024-06-22 12:18:38,Dashen,Google Play
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19 08:54:54,Dashen,Google Play
Very good,5,2024-06-16 12:26:17,Dashen,Google Play
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15 05:49:30,Dashen,Google Play
Memekaye miliyoon girmaa,3,2024-06-14 11:55:58,Dashen,Google Play
This app is 🤩,5,2024-06-12 20:23:02,Dashen,Google Play
Be adjusted this app is not available anytime,5,2024-06-11 09:03:43,Dashen,Google Play
Super app,5,2024-06-10 16:26:02,Dashen,Google Play
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09 11:59:29,Dashen,Google Play
Best app....,5,2024-06-06 10:02:51,Dashen,Google Play
wow amole,4,2024-06-03 11:05:08,Dashen,Google Play
We,1,2024-06-01 17:34:02,Dashen,Google Play
Best,5,2024-06-01 14:54:23,Dashen,Google Play
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31 12:42:32,Dashen,Google Play
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24 18:13:48,Dashen,Google Play
"Good for safety,take long way though",5,2024-05-22 21:55:34,Dashen,Google Play
😘,5,2024-05-20 18:23:39,Dashen,Google Play
Bad app that not helping me the is not login,1,2024-05-18 10:14:50,Dashen,Google Play
Good,4,2024-05-14 23:33:06,Dashen,Google Play
Best after removal of screelock password,5,2024-05-13 10:30:27,Dashen,Google Play
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10 21:04:18,Dashen,Google Play
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10 10:53:58,Dashen,Google Play
ማይ,1,2024-05-09 18:04:11,Dashen,Google Play
Doesn't work most of the time,1,2024-05-09 08:52:43,Dashen,Google Play
that is awesome,5,2024-05-01 12:59:02,Dashen,Google Play
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30 20:50:45,Dashen,Google Play
We,5,2024-04-28 17:06:08,Dashen,Google Play
Jafare has fyguhfiwudgg,5,2024-04-25 15:35:59,Dashen,Google Play
it's fine,5,2024-04-20 16:02:50,Dashen,Google Play
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20 07:24:54,Dashen,Google Play
Nice,5,2024-04-18 19:15:52,Dashen,Google Play
Wow amazing platform 🙏,5,2024-04-17 07:34:18,Dashen,Google Play
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12 04:45:42,Dashen,Google Play
Why dont update,5,2024-04-06 18:57:29,Dashen,Google Play
Good app,5,2024-04-06 00:56:17,Dashen,Google Play
Best,5,2024-04-01 21:46:41,Dashen,Google Play
Nice,4,2024-03-31 16:37:42,Dashen,Google Play
This app is so good and its an interesting,3,2024-03-29 09:18:49,Dashen,Google Play
The best easy banking app ever @ Ethiopia,5,2024-03-26 19:59:26,Dashen,Google Play
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25 17:01:01,Dashen,Google Play
Excellent and Easy to use.,5,2024-03-25 14:46:46,Dashen,Google Play
wow,5,2024-03-24 16:38:15,Dashen,Google Play
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23 16:40:19,Dashen,Google Play
Very nice,5,2024-03-22 18:42:15,Dashen,Google Play
It's good app,5,2024-03-22 17:29:40,Dashen,Google Play
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22 13:38:25,Dashen,Google Play
Nice,4,2024-03-22 12:11:27,Dashen,Google Play
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22 07:45:13,Dashen,Google Play
Special for me,5,2024-03-21 19:35:05,Dashen,Google Play
Baset app,5,2024-03-20 19:39:06,Dashen,Google Play
it is good App,4,2024-03-19 19:00:20,Dashen,Google Play
Nuuroo usmaan gaamilcom,5,2024-03-18 18:44:30,Dashen,Google Play
good,4,2024-03-18 06:54:58,Dashen,Google Play
Very good app,5,2024-03-17 20:18:34,Dashen,Google Play
Student,5,2024-03-17 17:31:49,Dashen,Google Play
Please apply!cardless cash out system🙏,2,2024-03-17 16:10:39,Dashen,Google Play
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17 11:22:54,Dashen,Google Play
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17 09:31:51,Dashen,Google Play
How to use application,5,2024-03-16 23:46:43,Dashen,Google Play
cooooolllllll,5,2024-03-16 22:00:05,Dashen,Google Play
I prefered you b/cs your service charge is very fair.,5,2024-03-16 20:28:16,Dashen,Google Play
Excellent App And Easy To Use Every where.,5,2024-03-16 17:47:03,Dashen,Google Play
ተመችቶናል,4,2024-03-16 15:31:52,Dashen,Google Play
The best app,5,2024-03-16 13:05:26,Dashen,Google Play
Well done Dashen Bank.,4,2024-03-16 10:49:50,Dashen,Google Play
Good,5,2024-03-13 09:53:23,Dashen,Google Play
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12 10:47:48,Dashen,Google Play
I m the one here in Dashen bank,5,2024-03-06 10:10:42,Dashen,Google Play
improve more,3,2024-03-04 18:40:41,Dashen,Google Play
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04 07:47:23,Dashen,Google Play
I like this,3,2024-03-03 20:34:13,Dashen,Google Play
Longin fails repeatedly,3,2024-02-28 06:11:19,Dashen,Google Play
One of the best app I have ever seen it's simple to use,5,2024-02-26 12:42:01,Dashen,Google Play
Personal scored,5,2024-02-25 18:23:50,Dashen,Google Play
Nice app,5,2024-02-24 15:01:29,Dashen,Google Play
best app,5,2024-02-24 14:50:43,Dashen,Google Play
Best app,3,2024-02-24 11:44:50,Dashen,Google Play
Good,5,2024-02-24 10:40:36,Dashen,Google Play
Welcome,4,2024-02-22 17:01:37,Dashen,Google Play
Good,5,2024-02-21 00:36:31,Dashen,Google Play
Needs to be underrated. Bad service,1,2024-02-20 13:38:14,Dashen,Google Play
Easy to use,4,2024-02-15 16:30:12,Dashen,Google Play
Its nice,5,2024-02-12 17:32:23,Dashen,Google Play
Mudeme,5,2024-02-12 00:15:28,Dashen,Google Play
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11 16:05:21,Dashen,Google Play
Good,1,2024-02-11 09:28:47,Dashen,Google Play
Past,5,2024-02-10 17:06:57,Dashen,Google Play
Nice app,5,2024-02-10 15:48:51,Dashen,Google Play
It doesn't work,5,2024-02-09 11:05:29,Dashen,Google Play
Open,1,2024-02-09 01:30:54,Dashen,Google Play
Good app,1,2024-02-08 09:29:53,Dashen,Google Play
good,5,2024-02-08 05:20:37,Dashen,Google Play
Awesome,5,2024-02-06 18:05:05,Dashen,Google Play
receipt downloading is not avialable in this version,1,2024-02-05 08:42:51,Dashen,Google Play
Good 👍,5,2024-02-04 20:34:15,Dashen,Google Play
Not reliable!,1,2024-02-04 17:06:31,Dashen,Google Play
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04 16:02:35,Dashen,Google Play
Nice app,1,2024-02-03 14:39:45,Dashen,Google Play
Exchange rate is not real,5,2024-02-03 12:17:33,Dashen,Google Play
Good,5,2024-02-03 09:01:27,Dashen,Google Play
Good Security,5,2024-02-03 06:06:22,Dashen,Google Play
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02 14:47:52,Dashen,Google Play
Its good,5,2024-02-02 02:47:16,Dashen,Google Play
Happy day,4,2024-02-01 19:46:03,Dashen,Google Play
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01 16:13:06,Dashen,Google Play
Too technical.,1,2024-02-01 12:51:58,Dashen,Google Play
Excellent,5,2024-02-01 11:45:56,Dashen,Google Play
🥰🥰🥰🥰,5,2024-02-01 11:44:48,Dashen,Google Play
Fast and secured,5,2024-02-01 11:19:27,Dashen,Google Play
Good,5,2024-02-01 09:11:13,Dashen,Google Play
Good but it need additional work it is slow in respond,3,2024-01-31 21:18:32,Dashen,Google Play
Nice app,5,2024-01-31 15:50:15,Dashen,Google Play
My best,5,2024-01-31 14:36:34,Dashen,Google Play
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31 10:21:55,Dashen,Google Play
Its nice please add reprint to get the receit,5,2024-01-31 09:47:52,Dashen,Google Play
Amole 100%,5,2024-01-31 06:57:30,Dashen,Google Play
I like it this app,4,2024-01-31 05:50:40,Dashen,Google Play
Best,5,2024-01-30 16:33:17,Dashen,Google Play
Smart and best always !,5,2024-01-30 14:59:05,Dashen,Google Play
Ok,1,2024-01-30 13:47:25,Dashen,Google Play
Dashed Bank A...,5,2024-01-29 20:44:18,Dashen,Google Play
Best app,5,2024-01-28 19:26:32,Dashen,Google Play
ያማችኋል አይሰራም,1,2024-01-22 14:13:33,Dashen,Google Play
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22 06:57:20,Dashen,Google Play
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17 16:07:51,Dashen,Google Play
Excellent quality Applications Dashen bank for ever,5,2024-01-15 12:45:25,Dashen,Google Play
Good,5,2024-01-13 16:42:24,Dashen,Google Play
Way,5,2024-01-13 13:51:50,Dashen,Google Play
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31 17:16:49,Dashen,Google Play
Well improved!,4,2023-12-29 14:37:02,Dashen,Google Play
Keeps hanging ..,3,2023-12-24 12:29:37,Dashen,Google Play
It's exceptional,5,2023-12-24 09:52:26,Dashen,Google Play
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23 21:15:50,Dashen,Google Play
Ita fantastic,5,2023-12-23 12:37:05,Dashen,Google Play
It is best app,5,2023-12-19 12:46:17,Dashen,Google Play
Top,5,2023-12-18 20:21:36,Dashen,Google Play
Dashen Bank is App 🥰👌,5,2023-12-18 19:28:47,Dashen,Google Play
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18 10:19:56,Dashen,Google Play
I am very comfortable with the efficiency,5,2023-12-15 21:18:24,Dashen,Google Play
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11 17:06:41,Dashen,Google Play
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08 00:36:12,Dashen,Google Play
Too slow!,1,2023-12-05 14:10:00,Dashen,Google Play
a best tecnology appl.,5,2023-11-26 11:07:26,Dashen,Google Play
This app no working 1 star,1,2023-11-23 14:38:59,Dashen,Google Play
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23 08:51:26,Dashen,Google Play
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22 14:26:46,Dashen,Google Play
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22 08:35:49,Dashen,Google Play
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22 08:10:58,Dashen,Google Play
Best,5,2023-11-18 20:36:12,Dashen,Google Play
"very fast ,secure and simply to use i like amole",5,2023-11-15 14:41:34,Dashen,Google Play
Amazing,5,2023-11-13 07:00:44,Dashen,Google Play
The best of the best app,5,2023-11-12 15:50:33,Dashen,Google Play
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12 09:00:53,Dashen,Google Play
It is a reliable and safe application.,5,2023-11-11 18:30:13,Dashen,Google Play
Good,5,2023-11-11 16:08:39,Dashen,Google Play
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11 14:40:06,Dashen,Google Play
It is compatible.,4,2023-11-11 09:46:59,Dashen,Google Play
It's very good app but always try to open requested update...,4,2023-11-11 07:06:27,Dashen,Google Play
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10 20:07:06,Dashen,Google Play
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10 16:45:51,Dashen,Google Play
Best,5,2023-11-09 11:51:57,Dashen,Google Play
Not working sometimes,3,2023-11-09 08:06:16,Dashen,Google Play
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08 13:21:28,Dashen,Google Play
nice app,4,2023-10-31 06:59:15,Dashen,Google Play
Excellent,5,2023-10-28 18:52:09,Dashen,Google Play
Best,5,2023-10-21 09:29:24,Dashen,Google Play
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17 18:15:17,Dashen,Google Play
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17 11:40:35,Dashen,Google Play
Best app I used it,1,2023-10-14 20:10:08,Dashen,Google Play
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13 15:23:21,Dashen,Google Play
Excllent,5,2023-10-07 11:55:27,Dashen,Google Play
This is nice adds that I like it.,5,2023-09-30 17:23:18,Dashen,Google Play
It is simple and fast.,5,2023-09-29 10:59:34,Dashen,Google Play
👏👏👏,4,2023-09-27 17:35:36,Dashen,Google Play
Vary good,2,2023-09-27 16:49:37,Dashen,Google Play
Amazing banking app.,5,2023-09-26 11:59:32,Dashen,Google Play
Great app,5,2023-09-25 09:00:52,Dashen,Google Play
Best app ever,5,2023-09-10 18:04:11,Dashen,Google Play
Ashabul,5,2023-09-10 14:32:44,Dashen,Google Play
Best easy and secure app thank you,5,2023-09-08 10:06:25,Dashen,Google Play
Best app Ever!,5,2023-09-03 14:38:12,Dashen,Google Play
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02 21:18:05,Dashen,Google Play
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02 17:07:32,Dashen,Google Play
Good app for use simple and easy,5,2023-09-01 12:00:32,Dashen,Google Play
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31 20:51:45,Dashen,Google Play
"Like your slogan, you are one step ahead.",5,2023-08-31 16:37:56,Dashen,Google Play
Good,5,2023-08-31 08:38:49,Dashen,Google Play
Loved,5,2023-08-30 12:01:32,Dashen,Google Play
Very good app and secured,5,2023-08-28 16:49:49,Dashen,Google Play
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26 20:14:53,Dashen,Google Play
Not too bad,3,2023-08-19 22:47:59,Dashen,Google Play
Teribble need a lot of work to improve,1,2023-08-19 13:36:27,Dashen,Google Play
ok,5,2023-08-18 23:20:58,Dashen,Google Play
ምርጥየ,5,2023-08-18 21:57:18,Dashen,Google Play
Baheru ጭስ,2,2023-08-16 10:20:51,Dashen,Google Play
Wawu,5,2023-08-12 19:58:11,Dashen,Google Play
Thank Dashen bank,5,2023-08-12 14:00:34,Dashen,Google Play
good,1,2023-08-12 07:22:01,Dashen,Google Play
Good,4,2023-08-11 18:35:55,Dashen,Google Play
Simple and secured,5,2023-08-10 11:55:25,Dashen,Google Play
its nice and easg to use.Also its unique part is very fast,5,2023-08-10 09:30:46,Dashen,Google Play
It's just ewww the app overall,2,2023-08-10 03:54:43,Dashen,Google Play
Love it,5,2023-08-09 19:04:16,Dashen,Google Play
Good App.,5,2023-08-09 14:16:21,Dashen,Google Play
Good,5,2023-08-05 04:33:16,Dashen,Google Play
Its good,5,2023-08-04 23:44:00,Dashen,Google Play
Simplify.,5,2023-08-01 16:22:55,Dashen,Google Play
Amazing,5,2023-08-01 06:35:50,Dashen,Google Play
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30 17:35:45,Dashen,Google Play
good👍,4,2023-07-28 19:55:45,Dashen,Google Play
Best,5,2023-07-27 21:19:09,Dashen,Google Play
good app,5,2023-07-27 14:51:53,Dashen,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23 10:11:52,Dashen,Google Play
Tell 6836,1,2023-07-22 19:21:21,Dashen,Google Play
"The login should be auto filled,",3,2023-07-20 19:26:50,Dashen,Google Play
Good,5,2023-07-20 17:31:21,Dashen,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20 12:42:14,Dashen,Google Play
Good,5,2023-07-20 10:45:50,Dashen,Google Play
Good app,4,2023-07-18 17:58:26,Dashen,Google Play
Used balance check app,5,2023-07-14 20:05:50,Dashen,Google Play
Nice so perfect,5,2023-07-06 18:38:39,Dashen,Google Play
It is easy to use,5,2023-07-04 20:41:28,Dashen,Google Play
This appi is 👍Good,3,2023-06-09 18:28:32,Dashen,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09 10:51:45,Dashen,Google Play
Thankz,3,2023-06-08 20:25:47,Dashen,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08 20:03:48,Dashen,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07 11:47:09,Dashen,Google Play
Good app,5,2023-06-06 19:17:09,Dashen,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06 09:37:25,Dashen,Google Play
good upp,1,2023-06-06 06:24:58,Dashen,Google Play
best,5,2023-06-05 15:50:35,Dashen,Google Play
Five star,5,2023-05-26 08:26:13,Dashen,Google Play
It's amazing app use it!,5,2023-05-21 16:32:08,Dashen,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16 21:34:51,Dashen,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13 05:17:58,Dashen,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10 12:31:26,Dashen,Google Play
Good app,5,2023-05-06 08:43:05,Dashen,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05 08:16:18,Dashen,Google Play
Best,5,2023-05-03 23:37:20,Dashen,Google Play
Best app,5,2023-04-28 20:10:34,Dashen,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28 15:18:02,Dashen,Google Play
Good,5,2023-04-18 06:07:26,Dashen,Google Play
best,5,2023-04-13 15:44:31,Dashen,Google Play
Best Application,5,2023-04-08 19:48:52,Dashen,Google Play
Ok,5,2023-04-01 22:08:42,Dashen,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29 09:33:19,Dashen,Google Play
It`s good.but the transaction fee to other bank is too much,3,2023-03-28 10:10:17,Dashen,Google Play
Best,5,2023-03-27 15:18:34,Dashen,Google Play
Gaariidha!!!,5,2023-03-26 19:56:13,Dashen,Google Play
Good app it is useful for business activities .,5,2023-03-25 14:16:33,Dashen,Google Play
Good app,5,2023-03-25 12:30:16,Dashen,Google Play
Like,5,2023-03-24 16:42:32,Dashen,Google Play
Nice app,4,2023-03-22 08:50:05,Dashen,Google Play
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20 12:03:35,Dashen,Google Play
Good and reliable service,5,2023-03-19 19:52:46,Dashen,Google Play
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19 12:06:24,Dashen,Google Play
Good apps,5,2023-03-19 11:51:25,Dashen,Google Play
Good application for people needs,5,2023-03-18 21:28:12,Dashen,Google Play
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18 11:13:42,Dashen,Google Play
comfortable,5,2023-03-18 10:48:20,Dashen,Google Play
Really what amazing application whcih easily friendly and convinant more finally I would like to say it alawyas updated and modified many times it lacks consistancy.,5,2023-03-13 19:14:59,Dashen,Google Play
Good,5,2023-03-09 05:39:09,Dashen,Google Play
This is good app,4,2023-03-08 16:18:21,Dashen,Google Play
Best mobile bank in Ethiopia i can access this service through different way. I love it,5,2023-02-27 21:30:54,Dashen,Google Play
Wow,5,2023-02-23 08:46:21,Dashen,Google Play
